Order,Family,Species,Common name,ED,GE,EDGE,Rank,Red List ID,Distirbution,
PASSERIFORMES,PITTIDAE,Erythropitta venusta,Graceful Pitta,6.884804245,2,3.451231755,579,22698667,Indonesia, 
PASSERIFORMES,PITTIDAE,Hydrornis schneideri,Schneider's Pitta,6.884804245,2,3.451231755,579,22698611,Indonesia, 
PASSERIFORMES,PITTIDAE,Hydrornis baudii,Blue-headed Pitta,6.884804245,2,3.451231755,579,22698631,"Brunei Darussalam,Indonesia,Malaysia", 
COLUMBIFORMES,COLUMBIDAE,Leptotila battyi,Brown-backed Dove,6.879404755,2,3.450546723,584,22690868,Panama, 
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes chrysolophus,Macaroni Penguin,6.847285,2,3.446461973,585,22697793,"Antarctica,Argentina,Australia,Brazil,Bouvet Island,Chile,Falkland Islands (Malvinas),South Georgia and the South Sandwich Islands,Heard Island and McDonald Islands,New Zealand,Saint Helena, Ascension and Tristan da Cunha,French Southern Territories,South Africa", 
PASSERIFORMES,MELIPHAGIDAE,Philemon fuscicapillus,Dusky Friarbird,6.835360281,2,3.444941219,586,22704193,Indonesia, 
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma pycrofti,Pycroft's Petrel,6.799815716,2,3.440394468,587,22697984,"Fiji,Micronesia, Federated States of ,Japan,Kiribati,Marshall Islands,New Caledonia,Nauru,New Zealand,Solomon Islands,Tonga,Tuvalu,United States Minor Outlying Islands,United States,Vanuatu,Wallis and Futuna", 
PASSERIFORMES,DICAEIDAE,Dicaeum haematostictum,Black-belted Flowerpecker,6.798444,2,3.440218588,588,22717510,Philippines, 
GRUIFORMES,GRUIDAE,Antigone vipio,White-naped Crane,6.796179,2,3.439928103,589,22692073,"China,Japan,Korea, Democratic People's Republic of,Korea, Republic of,Kazakhstan,Mongolia,Russian Federation,Taiwan, Province of China", 
GALLIFORMES,PHASIANIDAE,Syrmaticus reevesii,Reeves's Pheasant,6.794636538,2,3.439730235,590,22679346,China, 
PASSERIFORMES,PYCNONOTIDAE,Pycnonotus xantholaemus,Yellow-throated Bulbul,6.790386823,2,3.439184876,591,22712719,India, 
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma leucoptera,White-winged Petrel,6.785070638,2,3.43850224,592,22697970,"Antarctica,American Samoa,Australia,Cook Islands,Ecuador,Fiji,Kiribati,New Caledonia,Norfolk Island,Niue,New Zealand,Peru,French Polynesia,Pitcairn,Tokelau,Tonga,Tuvalu,United States Minor Outlying Islands,Vanuatu,Wallis and Futuna,Samoa", 
PICIFORMES,CAPITONIDAE,Capito dayi,Black-girdled Barbet,6.766425884,2,3.436104431,593,22681917,"Bolivia, Plurinational States of,Brazil", 
PASSERIFORMES,HIRUNDINIDAE,Tachycineta euchrysea,Golden Swallow,6.748774975,2,3.433829124,594,22712086,"Dominican Republic,Haiti,Jamaica", 
PASSERIFORMES,NECTARINIIDAE,Dreptes thomensis,Giant Sunbird,6.72140795,2,3.430291086,595,22717719,Sao Tom_ and Principe, 
PASSERIFORMES,NECTARINIIDAE,Cinnyris rockefelleri,Rockefeller's Sunbird,6.72140795,2,3.430291086,595,22717941,"Congo, The Democratic Republic of the", 
PASSERIFORMES,NECTARINIIDAE,Cinnyris rufipennis,Rufous-winged Sunbird,6.72140795,2,3.430291086,595,22717954,"Tanzania, United Republic of", 
PASSERIFORMES,PITTIDAE,Pitta nympha,Fairy Pitta,6.708008,2,3.42855415,598,22698684,"Brunei Darussalam,China,Hong Kong,Indonesia,Japan,Korea, Democratic People's Republic of,Korea, Republic of,Malaysia,Thailand,Taiwan, Province of China,Viet Nam", 
GALLIFORMES,PHASIANIDAE,Lophophorus lhuysii,Chinese Monal,6.69448898,2,3.426798717,599,22679192,China, 
PASSERIFORMES,TURDIDAE,Geokichla cinerea,Ashy Thrush,6.686289369,2,3.425732501,600,22708367,Philippines, 
PSITTACIFORMES,CACATUIDAE,Cacatua ophthalmica,Blue-eyed Cockatoo,6.665814037,2,3.42306507,601,22728429,Papua New Guinea, 
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma externa,Juan Fernandez Petrel,6.655336897,2,3.421697399,602,22698030,"Australia,Chile,Costa Rica,Ecuador,Guam,Japan,Kiribati,Mexico,New Zealand,Peru,French Polynesia,Pitcairn,French Southern Territories,United States", 
PASSERIFORMES,SITTIDAE,Sitta formosa,Beautiful Nuthatch,6.653419971,2,3.421446964,603,22711231,"Bhutan,China,India,Lao People's Democratic Republic,Myanmar,Thailand,Viet Nam", 
PASSERIFORMES,MUSCICAPIDAE,Cossypha heinrichi,White-headed Robin-chat,6.643796,2,3.4201887,604,22709840,"Angola,Congo, The Democratic Republic of the", 
PASSERIFORMES,VANGIDAE,Calicalicus rufocarpalis,Red-shouldered Vanga,6.619426574,2,3.416995475,605,22724537,Madagascar, 
PASSERIFORMES,CAMPEPHAGIDAE,Ceblepyris cucullatus,Comoro Cuckoo-shrike,6.610522148,2,3.415826144,606,103694489,Comoros, 
PASSERIFORMES,CAMPEPHAGIDAE,Lobotos lobatus,Western Wattled Cuckoo-shrike,6.610522148,2,3.415826144,606,22706710,"C™te d'Ivoire,Ghana,Guinea,Liberia,Sierra Leone", 
PASSERIFORMES,CAMPEPHAGIDAE,Edolisoma ostentum,White-winged Cicadabird,6.610522148,2,3.415826144,606,22706629,Philippines, 
PASSERIFORMES,CAMPEPHAGIDAE,Edolisoma mindanense,Black-bibbed Cicadabird,6.610522148,2,3.415826144,606,22706596,Philippines, 
PASSERIFORMES,MUSCICAPIDAE,Vauriella insignis,White-browed Jungle-flycatcher,6.571659421,2,3.410706615,610,22709177,Philippines, 
PASSERIFORMES,MUSCICAPIDAE,Larvivora tanensis,Izu Robin,6.571659421,2,3.410706615,610,103767625,Japan, 
PASSERIFORMES,MUSCICAPIDAE,Calliope obscura,Blackthroat,6.571659421,2,3.410706615,610,22709717,"China,Thailand", 
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma defilippiana,Masatierra Petrel,6.560098352,2,3.409178561,613,22697990,Chile, 
STRIGIFORMES,STRIGIDAE,Megascops barbarus,Bearded Screech-owl,6.505664,2,3.401952297,614,22688807,"Guatemala,Mexico", 
COLUMBIFORMES,COLUMBIDAE,Leptotila ochraceiventris,Ochre-bellied Dove,6.497943,2,3.400923077,615,22690895,"Ecuador,Peru", 
PASSERIFORMES,ORIOLIDAE,Oriolus crassirostris,Sao Tome Oriole,6.492674479,2,3.400220168,616,22706404,Sao Tom_ and Principe, 
PASSERIFORMES,MUSCICAPIDAE,Ficedula platenae,Palawan Flycatcher,6.487137353,2,3.39948089,617,22709386,Philippines, 
GALLIFORMES,PHASIANIDAE,Polyplectron napoleonis,Palawan Peacock-pheasant,6.457634769,2,3.39553267,618,22679398,Philippines, 
STRIGIFORMES,STRIGIDAE,Otus beccarii,Biak Scops-owl,6.454416778,2,3.395101074,619,22724754,Indonesia, 
GALLIFORMES,PHASIANIDAE,Francolinus gularis,Swamp Francolin,6.443178279,2,3.393592307,620,22678733,"Bangladesh,India,Nepal", 
PASSERIFORMES,PITTIDAE,Pitta steerii,Azure-breasted Pitta,6.422956,2,3.390871722,621,22698644,Philippines, 
GALLIFORMES,ODONTOPHORIDAE,Cyrtonyx ocellatus,Ocellated Quail,6.406105,2,3.388599021,622,22679717,"Guatemala,Honduras,Mexico,Nicaragua,El Salvador", 
PASSERIFORMES,MUSCICAPIDAE,Saxicola insignis,White-throated Bushchat,6.4031037,2,3.388193692,623,22710172,"Bhutan,China,India,Kazakhstan,Mongolia,Nepal,Russian Federation", 
STRIGIFORMES,STRIGIDAE,Otus angelinae,Javan Scops-owl,6.397244731,2,3.387401958,624,22688591,Indonesia, 
GALLIFORMES,PHASIANIDAE,Lophophorus sclateri,Sclater's Monal,6.391435676,2,3.38661635,625,22679185,"China,India,Myanmar", 
COLUMBIFORMES,COLUMBIDAE,Treron floris,Flores Green-pigeon,6.383986219,2,3.385607992,626,22691170,Indonesia, 
PASSERIFORMES,TYRANNIDAE,Phyllomyias weedeni,Yungas Tyrannulet,6.374488275,2,3.384320874,627,22736120,"Bolivia, Plurinational States of,Peru", 
GRUIFORMES,GRUIDAE,Antigone antigone,Sarus Crane,6.37203,2,3.38398747,628,22692064,"Australia,Bangladesh,China,India,Cambodia,Lao People's Democratic Republic,Myanmar,Malaysia,Nepal,Philippines,Pakistan,Thailand,Viet Nam", 
PASSERIFORMES,TURDIDAE,Cochoa azurea,Javan Cochoa,6.344496,2,3.38024555,629,22710153,Indonesia, 
PASSERIFORMES,TYRANNIDAE,Alectrurus tricolor,Cock-tailed Tyrant,6.327821747,2,3.377972663,630,22700300,"Argentina,Bolivia, Plurinational States of,Brazil,Paraguay", 
PASSERIFORMES,TYRANNIDAE,Alectrurus risora,Strange-tailed Tyrant,6.327080424,2,3.377871493,631,22700303,"Argentina,Brazil,Paraguay,Uruguay", 
PASSERIFORMES,THRAUPIDAE,Sericossypha albocristata,White-capped Tanager,6.310072434,2,3.375547544,632,22722156,"Colombia,Ecuador,Peru,Venezuela, Bolivarian Republic of", 
PASSERIFORMES,ACANTHIZIDAE,Gerygone hypoxantha,Biak Gerygone,6.300273205,2,3.374206134,633,22704697,Indonesia, 
STRIGIFORMES,STRIGIDAE,Otus nigrorum,Visayan Scops-owl,6.30011116,2,3.374183937,634,22725062,Philippines, 
STRIGIFORMES,STRIGIDAE,Otus mendeni,Banggai Scops-owl,6.30011116,2,3.374183937,634,62290488,Indonesia, 
PASSERIFORMES,COTINGIDAE,Cotinga ridgwayi,Turquoise Cotinga,6.289352,2,3.372709014,636,22700874,"Costa Rica,Panama", 
PASSERIFORMES,TURDIDAE,Cochoa beccarii,Sumatran Cochoa,6.287975,2,3.372520091,637,22710150,Indonesia, 
STRIGIFORMES,STRIGIDAE,Otus sagittatus,White-fronted Scops-owl,6.287155219,2,3.3724076,638,22688548,"Myanmar,Malaysia,Thailand,Taiwan, Province of China", 
PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula minor,Salvadori's Antwren,6.268899153,2,3.369899218,639,22701514,Brazil, 
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma cervicalis,White-necked Petrel,6.266714,2,3.369598556,640,22697957,"American Samoa,Australia,Cook Islands,Fiji,Micronesia, Federated States of ,Guam,Japan,Kiribati,Marshall Islands,Northern Mariana Islands,Mexico,New Caledonia,Norfolk Island,Nauru,Niue,New Zealand,French Polynesia,Papua New Guinea,Solomon Islands,French Southern Territories,Tokelau,Tonga,Tuvalu,United States Minor Outlying Islands,United States,Vanuatu,Wallis and Futuna,Samoa", 
CHARADRIIFORMES,ALCIDAE,Fratercula arctica,Atlantic Puffin,6.243924,2,3.36645741,641,22694927,"Austria,Belgium,Bermuda,Canada,Germany,Denmark,Algeria,Estonia,Western Sahara,Spain,Finland,Faroe Islands,France,United Kingdom,Gibraltar,Greenland,Croatia,Hungary,Ireland,Iceland,Italy,Lithuania,Latvia,Morocco,Monaco,Montenegro,Malta,Netherlands,Norway,Poland,Saint Pierre and Miquelon,Portugal,Serbia,Russian Federation,Sweden,Svalbard and Jan Mayen,Tunisia,United States", 
PASSERIFORMES,LOCUSTELLIDAE,Bradypterus sylvaticus,Knysna Warbler,6.236546,2,3.365438382,642,22714480,South Africa, 
CORACIIFORMES,ALCEDINIDAE,Actenoides regalis,Plain-backed Kingfisher,6.232308333,2,3.364852618,643,22727941,Indonesia, 
PASSERIFORMES,THAMNOPHILIDAE,Clytoctantes atrogularis,Rondonia Bushbird,6.229243718,2,3.364428789,644,22701364,Brazil, 
FALCONIFORMES,FALCONIDAE,Falco fasciinucha,Taita Falcon,6.221939501,2,3.363417907,645,22696523,"Botswana,Ethiopia,Kenya,Malawi,Mozambique,Sudan,South Sudan,Tanzania, United Republic of,Uganda,South Africa,Zambia,Zimbabwe", 
GALLIFORMES,ODONTOPHORIDAE,Odontophorus atrifrons,Black-fronted Wood-quail,6.220825,2,3.363263573,646,22679650,"Colombia,Venezuela, Bolivarian Republic of", 
GALLIFORMES,ODONTOPHORIDAE,Odontophorus melanonotus,Dark-backed Wood-quail,6.216399,2,3.362650436,647,22679663,"Colombia,Ecuador", 
COLUMBIFORMES,COLUMBIDAE,Treron sanctithomae,Sao Tome Green-pigeon,6.21517148,2,3.36248032,648,22691227,Sao Tom_ and Principe, 
FALCONIFORMES,FALCONIDAE,Falco hypoleucos,Grey Falcon,6.20816,2,3.361508079,649,22696479,"Australia,Papua New Guinea", 
ANSERIFORMES,ANATIDAE,Clangula hyemalis,Long-tailed Duck,6.206204819,2,3.361236796,650,22680427,"Armenia,Austria,Azerbaijan,Bosnia and Herzegovina,Belgium,Bulgaria,Bermuda,Belarus,Canada,Switzerland,China,Czech Republic,Germany,Denmark,Estonia,Spain,Finland,Faroe Islands,France,United Kingdom,Greenland,Greece,Croatia,Hungary,Ireland,Israel,India,Iran, Islamic Republic of,Iceland,Italy,Jordan,Japan,Kyrgyzstan,Korea, Democratic People's Republic of,Korea, Republic of,Kazakhstan,Lithuania,Luxembourg,Latvia,Montenegro,Macedonia, the former Yugoslav Republic of,Mexico,Netherlands,Norway,Nepal,Pakistan,Poland,Saint Pierre and Miquelon,Portugal,Romania,Serbia,Russian Federation,Sweden,Slovenia,Svalbard and Jan Mayen,Slovakia,Turkmenistan,Turkey,Ukraine,United States", 
STRIGIFORMES,STRIGIDAE,Scotopelia ussheri,Rufous Fishing-owl,6.193279,2,3.359441479,651,22689038,"C™te d'Ivoire,Ghana,Guinea,Liberia,Sierra Leone", 
COLUMBIFORMES,COLUMBIDAE,Ptilinopus dohertyi,Red-naped Fruit-dove,6.186518,2,3.358501132,652,22691307,Indonesia, 
STRIGIFORMES,STRIGIDAE,Otus hartlaubi,Sao Tome Scops-owl,6.17249506,2,3.356547941,653,22688620,Sao Tom_ and Principe, 
COLUMBIFORMES,COLUMBIDAE,Columba elphinstonii,Nilgiri Woodpigeon,6.167515,2,3.355853373,654,22690173,India, 
COLUMBIFORMES,COLUMBIDAE,Columba pallidiceps,Yellow-legged Pigeon,6.166812,2,3.355755286,655,22690226,"Papua New Guinea,Solomon Islands", 
GRUIFORMES,RALLIDAE,Rallus madagascariensis,Madagascar Rail,6.164243974,2,3.3553969,656,22692504,Madagascar, 
CORACIIFORMES,ALCEDINIDAE,Actenoides hombroni,Blue-capped Kingfisher,6.159211333,2,3.354694187,657,22683542,Philippines, 
GALLIFORMES,PHASIANIDAE,Catreus wallichii,Cheer Pheasant,6.158729803,2,3.354626925,658,22679312,"India,Nepal,Pakistan", 
GALLIFORMES,ODONTOPHORIDAE,Odontophorus dialeucos,Tacarcuna Wood-quail,6.146137,2,3.352866292,659,22679673,"Colombia,Panama", 
PASSERIFORMES,MOTACILLIDAE,Anthus spragueii,Sprague's Pipit,6.137636037,2,3.351675995,660,22718591,"Canada,Mexico,United States", 
PASSERIFORMES,VANGIDAE,Newtonia fanovanae,Red-tailed Newtonia,6.136943544,2,3.351578971,661,22715094,Madagascar, 
PASSERIFORMES,TURDIDAE,Turdus lherminieri,Forest Thrush,6.133258621,2,3.351062521,662,22708544,"Dominica,Guadeloupe,Saint Lucia,Montserrat", 
COLUMBIFORMES,COLUMBIDAE,Columba eversmanni,Yellow-eyed Pigeon,6.111094,2,3.347950461,663,22690097,"Afghanistan,China,India,Iran, Islamic Republic of,Kyrgyzstan,Kazakhstan,Pakistan,Tajikistan,Turkmenistan,Uzbekistan", 
CAPRIMULGIFORMES,TROCHILIDAE,Anthocephala floriceps,Blossomcrown,6.109161915,2,3.347678724,664,22687699,Colombia, 
PICIFORMES,CAPITONIDAE,Capito wallacei,Scarlet-banded Barbet,6.108589015,2,3.347598135,665,22729471,Peru, 
COLUMBIFORMES,COLUMBIDAE,Ptilinopus granulifrons,Carunculated Fruit-dove,6.10251,2,3.346742604,666,22691539,Indonesia, 
PASSERIFORMES,TURDIDAE,Zoothera turipavae,Guadalcanal Thrush,6.100131,2,3.346407596,667,22728359,Solomon Islands, 
GRUIFORMES,RALLIDAE,Rallus antarcticus,Austral Rail,6.094603742,2,3.34562882,668,22692486,"Argentina,Chile,Falkland Islands (Malvinas)", 
COLUMBIFORMES,COLUMBIDAE,Treron pembaensis,Pemba Green-pigeon,6.077973037,2,3.343281934,669,22691236,"Tanzania, United Republic of", 
COLUMBIFORMES,COLUMBIDAE,Ramphiculus marchei,Flame-breasted Fruit-dove,6.039737,2,3.337865173,670,22691317,Philippines, 
PASSERIFORMES,THAMNOPHILIDAE,Ampelornis griseiceps,Grey-headed Antbird,6.035527802,2,3.337267074,671,22701847,"Ecuador,Peru", 
GALLIFORMES,PHASIANIDAE,Tragopan blythii,Blyth's Tragopan,6.024913227,2,3.335757224,672,22679163,"Bhutan,China,India,Myanmar", 
PASSERIFORMES,MELIPHAGIDAE,Myzomela batjanensis,Bacan Myzomela,6.010113956,2,3.333648318,673,103686945,Indonesia, 
PASSERIFORMES,MUSCICAPIDAE,Ficedula basilanica,Little Slaty Flycatcher,6.00289,2,3.332617282,674,22709373,Philippines, 
PASSERIFORMES,PITTIDAE,Pitta anerythra,Black-faced Pitta,5.988439,2,3.330551573,675,22698703,"Papua New Guinea,Solomon Islands", 
PASSERIFORMES,MUSCICAPIDAE,Sheppardia lowei,Iringa Akalat,5.983658446,2,3.329867273,676,22709667,"Tanzania, United Republic of", 
PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula urosticta,Band-tailed Antwren,5.971927319,2,3.328186064,677,22701533,Brazil, 
PASSERIFORMES,MELIPHAGIDAE,Myzomela chermesina,Rotuma Myzomela,5.970905392,2,3.328039476,678,22703871,Fiji, 
CHARADRIIFORMES,LARIDAE,Rynchops albicollis,Indian Skimmer,5.957495406,2,3.326113915,679,22694268,"Bangladesh,China,India,Iran, Islamic Republic of,Cambodia,Lao People's Democratic Republic,Myanmar,Nepal,Oman,Pakistan,Thailand,Viet Nam", 
COLUMBIFORMES,COLUMBIDAE,Ptilinopus chalcurus,Makatea Fruit-dove,5.956693,2,3.325998579,680,22691485,French Polynesia, 
PSITTACIFORMES,PSITTACIDAE,Poicephalus robustus,Brown-necked Parrot,5.94253549,2,3.323961413,681,119194858,South Africa, 
PASSERIFORMES,CORVIDAE,Dendrocitta bayleii,Andaman Treepie,5.921853167,2,3.320977894,682,22705852,India, 
ACCIPITRIFORMES,ACCIPITRIDAE,Clanga hastata,Indian Spotted Eagle,5.903067,2,3.318260167,683,22729779,"Bangladesh,India,Cambodia,Myanmar,Nepal,Pakistan", 
PASSERIFORMES,TURDIDAE,Turdus ludoviciae,Somali Thrush,5.895695165,2,3.317191689,684,22708735,Somalia, 
PASSERIFORMES,THAMNOPHILIDAE,Biatas nigropectus,White-bearded Antshrike,5.895573857,2,3.317174097,685,22701272,"Argentina,Brazil", 
COLUMBIFORMES,COLUMBIDAE,Treron capellei,Large Green-pigeon,5.892806263,2,3.316772658,686,22691198,"Brunei Darussalam,Indonesia,Myanmar,Malaysia,Thailand", 
COLUMBIFORMES,COLUMBIDAE,Patagioenas subvinacea,Ruddy Pigeon,5.884775553,2,3.315606893,687,22690328,"Bolivia, Plurinational States of,Brazil,Colombia,Costa Rica,Ecuador,French Guiana,Guyana,Panama,Peru,Suriname,Venezuela, Bolivarian Republic of", 
CHARADRIIFORMES,ALCIDAE,Synthliboramphus wumizusume,Japanese Murrelet,5.8839066,2,3.315480672,688,22694899,"Japan,Korea, Republic of,Russian Federation,Taiwan, Province of China", 
COLUMBIFORMES,COLUMBIDAE,Ducula bakeri,Vanuatu Imperial-pigeon,5.856350968,2,3.311469732,689,22691749,Vanuatu, 
COLUMBIFORMES,COLUMBIDAE,Columba punicea,Pale-capped Pigeon,5.853466,2,3.311048871,690,22690191,"Bangladesh,China,India,Cambodia,Lao People's Democratic Republic,Sri Lanka,Myanmar,Malaysia,Thailand,Viet Nam", 
PSITTACIFORMES,PSITTACIDAE,Leptosittaca branickii,Golden-plumed Parakeet,5.850620545,2,3.3106336,691,22685755,"Colombia,Ecuador,Peru", 
PASSERIFORMES,PACHYCEPHALIDAE,Pachycephala rufogularis,Red-lored Whistler,5.849200036,2,3.310426223,692,22705434,Australia, 
PASSERIFORMES,CORVIDAE,Aphelocoma coerulescens,Florida Scrub-jay,5.847783,2,3.310219311,693,22705629,United States, 
CORACIIFORMES,ALCEDINIDAE,Ceyx websteri,Bismarck Kingfisher,5.834706,2,3.308307816,694,22683051,Papua New Guinea, 
PASSERIFORMES,TYRANNIDAE,Conopias cinchoneti,Lemon-browed Flycatcher,5.831010775,2,3.307767014,695,22700560,"Bolivia, Plurinational States of,Colombia,Ecuador,Peru,Venezuela, Bolivarian Republic of", 
COLUMBIFORMES,COLUMBIDAE,Ptilinopus insularis,Henderson Fruit-dove,5.818563,2,3.305943107,696,22691490,Pitcairn, 
PICIFORMES,CAPITONIDAE,Capito hypoleucus,White-mantled Barbet,5.816551471,2,3.305648056,697,22681914,Colombia, 
PASSERIFORMES,MUSCICAPIDAE,Ficedula subrubra,Kashmir Flycatcher,5.809897,2,3.304671356,698,22709346,"Bhutan,India,Sri Lanka,Nepal,Pakistan", 
STRIGIFORMES,STRIGIDAE,Ninox odiosa,New Britain Boobook,5.801949595,2,3.303503637,699,22689480,Papua New Guinea, 
COLUMBIFORMES,COLUMBIDAE,Ducula pickeringii,Grey Imperial-pigeon,5.796412479,2,3.302689257,700,22691710,"Brunei Darussalam,Indonesia,Malaysia,Philippines", 
COLUMBIFORMES,COLUMBIDAE,Ducula brenchleyi,Chestnut-bellied Imperial-pigeon,5.77943967,2,3.300188815,701,22691744,Solomon Islands, 
PASSERIFORMES,PARADISAEIDAE,Paradisornis rudolphi,Blue Bird-of-paradise,5.777153122,2,3.299851481,702,22706266,Papua New Guinea, 
PASSERIFORMES,CORVIDAE,Urocissa ornata,Sri Lanka Blue Magpie,5.77503175,2,3.299538414,703,22705787,Sri Lanka, 
PASSERIFORMES,MOTACILLIDAE,Hemimacronyx chloris,Yellow-breasted Pipit,5.765356273,2,3.298109285,704,22718444,"Lesotho,South Africa", 
